name,mass,year,lat,lng,recclass,group,fall,id
Cangas de Onis,34000.0,1866,43.3833,-5.15,H5,Stony,Fell,5252
Jamkheir,22.0,1866,18.75,75.3333,H6,Stony,Fell,12072
Knyahinya,500000.0,1866,48.9,22.4,L/LL5,Stony,Fell,12335
Pokhra,350.0,1866,26.7167,82.6667,H5,Stony,Fell,18858
Sone,17100.0,1866,35.1667,135.3333,H5,Stony,Fell,23667
St. Mesmin,8300.0,1866,48.45,3.9333,LL6,Stony,Fell,23092
Udipi,3600.0,1866,13.4833,74.7833,H5,Stony,Fell,24104
Bear Creek,227000.0,1866,39.6,-105.3,"Iron, IIIAB",Iron,Found,4982
Dehesa,280.0,1866,-33.5,-70.5,"Iron, ungrouped",Iron,Found,6638
Frankfort (iron),10900.0,1866,38.2,-84.8333,"Iron, IIIAB",Iron,Found,10176
Juncal,104000.0,1866,-26.0,-69.25,"Iron, IIIAB",Iron,Found,12211
Rushville,50.0,1866,39.6167,-85.45,L5,Stony,Found,22787
Khetri,100.0,1867,28.0167,75.8167,H6,Stony,Fell,12296
Otomi,6510.0,1867,38.4,140.35,H,Stony,Fell,18045
Tadjera,9000.0,1867,36.1833,5.4167,L5,Stony,Fell,23778
Auburn,3630.0,1867,32.6333,-85.5,"Iron, IIG",Iron,Found,4894
Ballarat,15.0,1867,-37.5708,143.8253,"Iron, IAB complex",Iron,Found,4929
Cacaria,41400.0,1867,24.5,-104.8,"Iron, IIIAB",Iron,Found,5188
Casas Grandes,1545000.0,1867,30.4,-107.8,"Iron, IIIAB",Iron,Found,5285
Scottsville,10000.0,1867,36.7667,-86.1667,"Iron, IIAB",Iron,Found,23466
Daniel's Kuil,1064.0,1868,-28.2,24.5667,EL6,Stony,Fell,5513
Danville,2000.0,1868,34.4,-87.0667,L6,Stony,Fell,5514
Frankfort (stone),650.0,1868,34.4833,-87.8333,Howardite,Stony,Fell,10177
Lodran,1000.0,1868,29.5333,71.8,Lodranite,Stony,Fell,14675
Moti-ka-nagla,1500.0,1868,26.8333,77.3333,H6,Stony,Fell,16759
Motta di Conti,9150.0,1868,45.2,8.5,H4,Stony,Fell,16762
Ornans,6000.0,1868,47.1167,6.15,CO3.4,Stony,Fell,18030
Pnompehn,96.0,1868,11.5833,104.9167,L6,Stony,Fell,18851
Pultusk,250000.0,1868,52.7667,21.2667,H5,Stony,Fell,18901
Sauguis,4000.0,1868,43.15,-0.85,L6,Stony,Fell,23188
Slavetic,1708.0,1868,45.6833,15.6,H5,Stony,Fell,23626
Goalpara,2700.0,1868,26.1667,90.6,Ureilite,Stony,Found,10938
Losttown,3000.0,1868,34.25,-84.5,"Iron, IID",Iron,Found,14715
Mount Vernon,159000.0,1868,36.9333,-87.4,"Pallasite, PMG",Stony-Iron,Found,16806
Pevensey,4300.0,1868,-34.7833,144.6667,LL5,Stony,Found,18805
San Francisco del Mezquital,7500.0,1868,23.4833,-104.3667,"Iron, IIAB",Iron,Found,23123
Angra dos Reis (stone),1500.0,1869,-22.9667,-44.3167,Angrite,Stony,Fell,2302
Hessle,20000.0,1869,59.85,17.6667,H5,Stony,Fell,11878
Kernouve,80000.0,1869,48.1167,-3.0833,H6,Stony,Fell,12284
Krähenberg,16500.0,1869,49.3269,7.4647,LL5,Stony,Fell,12353
Lumpkin,340.0,1869,32.0333,-84.7667,L6,Stony,Fell,14753
Tjabe,20000.0,1869,-7.0833,111.5333,H6,Stony,Fell,24011
Yorktown (New York),250.0,1869,41.2833,-73.8167,L5,Stony,Fell,30370
Caperr,113900.0,1869,-45.2833,-70.4833,"Iron, IIIAB",Iron,Found,5263
Iron Creek,175000.0,1869,53.0,-112.0,"Iron, IIIAB",Iron,Found,12047
Salt Lake City,875.0,1869,40.9167,-111.6667,H5,Stony,Found,23112
Shingle Springs,39000.0,1869,38.6667,-120.9333,"Iron, ungrouped",Iron,Found,23535
Staunton,43500.0,1869,38.2167,-79.05,"Iron, IIIE",Iron,Found,23716
Cabezo de Mayo,25000.0,1870,37.9833,-1.1667,L/LL6,Stony,Fell,5185
Ibbenbüren,2000.0,1870,52.2833,7.7,Diogenite,Stony,Fell,11992
Nedagolla,4500.0,1870,18.6833,83.4833,"Iron, ungrouped",Iron,Fell,16935
Cincinnati,1500.0,1870,39.1167,-84.5,"Iron, IIAB",Iron,Found,5366
Ilimaes (iron),51700.0,1870,-26.0,-70.0,"Iron, IIIAB",Iron,Found,12022
McKinney,150000.0,1870,33.1833,-96.7167,L4,Stony,Found,15463
Bandong,11500.0,1871,-6.9167,107.6,LL6,Stony,Fell,4935
Laborel,3833.0,1871,44.2833,5.5833,H5,Stony,Fell,12408
Roda,400.0,1871,42.3,0.55,Diogenite,Stony,Fell,22641
Searsmont,5400.0,1871,44.3667,-69.2,H5,Stony,Fell,23472
Cuba,1500.0,1871,22.0,-80.0,"Iron, IAB?",Iron,Found,5479
Iquique,12500.0,1871,-20.1833,-69.7333,"Iron, IVB",Iron,Found,12045
Oczeretna,130.0,1871,49.3167,31.5167,H4,Stony,Found,17981
Dyalpur,300.0,1872,26.25,82.0,Ureilite,Stony,Fell,7757
Lancé,51700.0,1872,47.7,1.0667,CO3.5,Stony,Fell,12455
Orvinio,3400.0,1872,42.1333,12.9333,H6,Stony,Fell,18034
Tennasilm,28500.0,1872,58.0333,26.95,L4,Stony,Fell,23898
Nenntmannsdorf,12500.0,1872,50.9667,13.95,"Iron, IIAB",Iron,Found,16943
Santa Apolonia,1316000.0,1872,19.2167,-98.3,"Iron, IIIAB",Iron,Found,23160
Aleppo,3200.0,1873,36.2333,37.1333,L6,Stony,Fell,462
Jhung,5900.0,1873,31.3,72.3833,L5,Stony,Fell,12085
Khairpur,13600.0,1873,29.5333,72.3,EL6,Stony,Fell,12288
Santa Barbara,400.0,1873,-29.2,-51.8667,L4,Stony,Fell,23161
Virba,3600.0,1873,43.5333,22.6333,L6,Stony,Fell,24185
Chulafinnee,16220.0,1873,33.5,-85.6667,"Iron, IIIAB",Iron,Found,5362
Duel Hill (1873),11300.0,1873,35.85,-82.7,"Iron, IAB-MG",Iron,Found,7739
Ssyromolotovo,217000.0,1873,58.6167,98.9333,"Iron, IIIAB",Iron,Found,23694
Waconda,50000.0,1873,39.3333,-98.1667,L6,Stony,Found,24195
Castalia,7300.0,1874,36.0833,-78.0667,H5,Stony,Fell,5291
Kerilis,5000.0,1874,48.4,-3.3,H5,Stony,Fell,12282
Sevrukovo,101000.0,1874,50.6167,36.6,L5,Stony,Fell,23509
Butler,41000.0,1874,38.3,-94.3667,"Iron, ungrouped",Iron,Found,5182
Cachiyuyal,2500.0,1874,-25.0,-69.5,"Iron, IIIE",Iron,Found,5190
Coolac,19280.0,1874,-34.9667,148.125,"Iron, IAB-MG",Iron,Found,5432
Feid Chair,380.0,1875,36.8833,8.45,H4,Stony,Fell,10080
Homestead,230000.0,1875,41.8,-91.8667,L5,Stony,Fell,11901
Mornans,1300.0,1875,44.6,5.1333,H5,Stony,Fell,16747
Nagaria,20.0,1875,26.9833,78.2167,Eucrite-cm,Stony,Fell,16892
Sitathali,1600.0,1875,20.9167,82.5833,H5,Stony,Fell,23616
Zsadany,552.0,1875,46.9333,21.5,H5,Stony,Fell,30413
Alexander County,192.0,1875,35.75,-81.25,"Iron, IAB complex",Iron,Found,464
Canyon City,8600.0,1875,40.9,-123.1,"Iron, IIIAB",Iron,Found,5256
Mejillones,14830.0,1875,-23.1,-70.5,"Iron, IIAB",Iron,Found,15472
North Chile,300000.0,1875,-23.0,-69.0,"Iron, IIAB",Iron,Found,17001
Santa Catharina,7000000.0,1875,-26.2167,-48.6,"Iron, IAB-ung",Iron,Found,23162
Serrania de Varas,1500.0,1875,-24.55,-69.0667,"Iron, IVA",Iron,Found,23503
Yardea,3290.0,1875,-32.45,135.55,"Iron, IAB-MG",Iron,Found,30351
Judesegeri,680.0,1876,12.85,76.8,H6,Stony,Fell,12207
Rochester,340.0,1876,41.0833,-86.2833,H6,Stony,Fell,22637
Rowton,3500.0,1876,52.7667,-2.5167,"Iron, IIIAB",Iron,Fell,22773
Ställdalen,34000.0,1876,59.9333,14.95,H5,Stony,Fell,23712
Vavilovka,1932.0,1876,46.15,32.8333,LL6,Stony,Fell,24154
Babb's Mill (Blake's Iron),136000.0,1876,36.3,-82.8833,"Iron, ungrouped",Iron,Found,4915
Mantos Blancos,10300.0,1876,-23.45,-70.1167,"Iron, IVA",Iron,Found,15408
Nochtuisk,8.0,1876,59.9833,117.5833,Iron,Iron,Found,16986
Verkhne Dnieprovsk,70.0,1876,48.6333,34.3667,"Iron, IIE",Iron,Found,24164
Bhagur,18.0,1877,20.8833,74.8333,L6,Stony,Fell,5037
Cronstad,3650.0,1877,-27.7,27.3,H5,Stony,Fell,5474
Cynthiana,6000.0,1877,38.4,-84.25,L/LL4,Stony,Fell,5500
Hungen,112.0,1877,50.3,8.9167,H6,Stony,Fell,11986
Jodzie,30.0,1877,55.7,24.4,Howardite,Stony,Fell,12173
Soko-Banja,80000.0,1877,43.6667,21.8667,LL4,Stony,Fell,23661
Warrenton,1600.0,1877,38.6833,-91.15,CO3.7,Stony,Fell,24215
Casey County,723.0,1877,37.25,-85.0,"Iron, IAB-MG",Iron,Found,5286
Mühlau,5.0,1877,47.2833,11.4167,OC,Stony,Found,16843
Dandapur,5650.0,1878,26.9167,83.9667,L6,Stony,Fell,5511
Haraiya,1000.0,1878,26.8,82.5333,Eucrite-mmict,Stony,Fell,11824
La Charca,399.0,1878,20.6667,-101.2833,OC,Stony,Fell,12394
Mern,4000.0,1878,55.05,12.0667,L6,Stony,Fell,15489
Rakovka,9000.0,1878,52.9833,37.0333,L6,Stony,Fell,22376
Tieschitz,28000.0,1878,49.6,17.1167,H/L3.6,Stony,Fell,23989
Bluff (a),153300.0,1878,29.8786,-96.8722,L5,Stony,Found,5087
Lujan,50.0,1878,-34.6667,-59.3667,Iron,Iron,Found,14752
York (iron),835.0,1878,40.75,-97.5,"Iron, IIIAB",Iron,Found,30367
Estherville,320000.0,1879,43.4167,-94.8333,Mesosiderite-A3/4,Stony-Iron,Fell,10059
Gnadenfrei,1750.0,1879,50.6667,16.7667,H5,Stony,Fell,10936
Itapicuru-Mirim,2024.0,1879,-3.4,-44.3333,H5,Stony,Fell,12056
Kalumbi,4500.0,1879,17.8333,73.9833,L6,Stony,Fell,12236
La Bécasse,2800.0,1879,47.0833,1.75,L6,Stony,Fell,12392
Nogoya,4000.0,1879,-32.3667,-59.8333,CM2,Stony,Fell,16989
Tenham,160000.0,1879,-25.7333,142.95,L6,Stony,Fell,23897
Tomatlan,900.0,1879,20.1667,-105.2167,H6,Stony,Fell,24020
Campo de Pucara (iron),41.0,1879,-27.6667,-67.1167,Iron,Iron,Found,5246
Dalton,53000.0,1879,34.8,-84.9833,"Iron, IIIAB",Iron,Found,5509
Densmore (1879),37200.0,1879,39.65,-99.6833,L6,Stony,Found,6656
Lick Creek,1240.0,1879,35.6667,-80.25,"Iron, IIAB",Iron,Found,14647
Makarewa,2300.0,1879,-46.3167,168.4,L6,Stony,Found,15392
Niagara,115.0,1879,48.0,-97.9333,"Iron, IAB-sLL",Iron,Found,16969
Aachen,21.0,1880,50.775,6.0833,L5,Stony,Fell,1
Andhara,2700.0,1880,26.5833,85.5667,Stone-uncl,Stony,Fell,2294
Chetrinahatti,72.0,1880,14.5,76.5,Stone-uncl,Stony,Fell,5344
Ratyn,910.0,1880,52.2,17.9833,Stone-uncl,Stony,Fell,22398
Takenouchi,720.0,1880,35.3833,134.9,H5,Stony,Fell,23789
Veramin,54000.0,1880,35.3333,51.6333,Mesosiderite-B2,Stony-Iron,Fell,24162
Wittekrantz,2200.0,1880,-32.5,23.0,L5,Stony,Fell,24323
Bingera,10841.0,1880,-29.8833,150.5667,"Iron, IIAB",Iron,Found,5050
Colfax,2300.0,1880,35.3,-81.7333,"Iron, IAB-ung",Iron,Found,5402
Eagle Station,36000.0,1880,38.6167,-84.9667,"Pallasite, PES",Stony-Iron,Found,7761
Greenbrier County,5000.0,1880,37.8333,-80.3167,"Iron, IIIAB",Iron,Found,11194
Ivanpah,58000.0,1880,35.3333,-115.3167,"Iron, IIIAB",Iron,Found,12062
Jiapigou,0.0,1880,42.8333,127.5,Stone-uncl,Stony,Found,12088
Lexington County,4760.0,1880,34.0,-81.25,"Iron, IAB-MG",Iron,Found,14644
Muizenberg,4610.0,1880,-34.1,18.4667,L6,Stony,Found,16844
Grossliebenthal,8000.0,1881,46.35,30.5833,L6,Stony,Fell,11208
Middlesbrough,1600.0,1881,54.5667,-1.1667,L6,Stony,Fell,16632
Pacula,3400.0,1881,21.05,-99.3,L6,Stony,Fell,18068
Piquetberg,37.0,1881,-32.8667,18.7167,H,Stony,Fell,18832
Admire,180000.0,1881,38.7,-96.1,"Pallasite, PMG",Stony-Iron,Found,380
Chilkoot,43000.0,1881,59.3333,-136.0,"Iron, IIIAB",Iron,Found,5351
Costilla Peak,35500.0,1881,36.8333,-105.2333,"Iron, IIIAB",Iron,Found,5453
Thunda,62100.0,1881,-25.7,143.05,"Iron, IIIAB",Iron,Found,23978
Winburg,50000.0,1881,-28.5,27.0,"Iron, IC-an",Iron,Found,24283
Fukutomi,11620.0,1882,33.1833,130.2,L5,Stony,Fell,10836
Mocs,300000.0,1882,46.8,24.0333,L5-6,Stony,Fell,16709
Pavlovka,2000.0,1882,52.0333,43.0,Howardite,Stony,Fell,18177
Pirgunje,842.0,1882,25.8,88.45,L6,Stony,Fell,18834
Brenham,4300000.0,1882,37.5825,-99.1636,"Pallasite, PMG-an",Stony-Iron,Found,5136
Hex River Mountains,60000.0,1882,-33.3167,19.6167,"Iron, IIAB",Iron,Found,11880
Linville,442.0,1882,35.8667,-81.9167,"Iron, IAB-sHH",Iron,Found,14656
Rancho de la Pila (1882),46500.0,1882,24.1167,-104.3,"Iron, IIIAB",Iron,Found,22389
San Cristobal,5000.0,1882,-23.4333,-69.5,"Iron, IAB-ung",Iron,Found,23121
Alfianello,228000.0,1883,45.2667,10.15,L6,Stony,Fell,466
Ngawi,1393.0,1883,-7.45,111.4167,LL3.6,Stony,Fell,16966
St. Caprais-de-Quinsac,360.0,1883,44.75,0.05,L6,Stony,Fell,23081
Adalia,1.0,1883,36.9,30.6833,Eucrite-mmict,Stony,Found,374
Enon,763.0,1883,39.8667,-83.95,"Iron, ungrouped",Iron,Found,10037
Estacado,290000.0,1883,33.9,-101.75,H6,Stony,Found,10057
Grand Rapids,51700.0,1883,42.9667,-85.7667,"Iron, ungrouped",Iron,Found,10955
Jenny's Creek,12000.0,1883,37.9,-82.3833,"Iron, IAB-MG",Iron,Found,12081
São Julião de Moreira,162000.0,1883,41.7661,-8.5836,"Iron, IIAB",Iron,Found,23172
Silverton (New South Wales),350.7,1883,-31.8833,141.2,L6,Stony,Found,23600
Djati-Pengilon,166000.0,1884,-7.5,111.5,H6,Stony,Fell,7652
Pirthalla,1161.0,1884,29.5833,76.0,H6,Stony,Fell,18835
Tysnes Island,19860.0,1884,60.0,5.6167,H4,Stony,Fell,24094
Chañaral,1207.0,1884,-26.5,-70.25,"Iron, IIIAB",Iron,Found,5319
Corrizatillo,1328.0,1884,-26.0333,-70.3333,"Iron, IAB complex",Iron,Found,5448
Glorieta Mountain,148000.0,1884,35.6,-105.8,"Pallasite, PMG-an",Stony-Iron,Found,10935
Hammond,24000.0,1884,44.9167,-92.4333,"Iron, ungrouped",Iron,Found,11813
Joe Wright Mountain,42600.0,1884,35.7667,-91.5,"Iron, IIIAB",Iron,Found,12174
Kokstad,341000.0,1884,-30.55,29.4167,"Iron, IIIE",Iron,Found,12341
Merceditas,42900.0,1884,-26.3333,-70.2833,"Iron, IIIAB",Iron,Found,15487
Youndegin,3800000.0,1884,-32.1,117.7167,"Iron, IAB-MG",Iron,Found,30374
Chandpur,1100.0,1885,27.2833,79.05,L6,Stony,Fell,5321
Mazapil,4000.0,1885,24.6833,-101.6833,"Iron, IAB-sLL",Iron,Fell,15453
Jamestown,4000.0,1885,46.6167,-98.5,"Iron, IVA",Iron,Found,12071
Lucky Hill,20500.0,1885,17.9,-77.6333,"Iron, IIIAB",Iron,Found,14749
Pavlodar (pallasite),4500.0,1885,51.1667,77.3333,"Pallasite, PMG-an",Stony-Iron,Found,18174
Puquios,6580.0,1885,-27.15,-69.9167,"Iron, IID",Iron,Found,18903
Tanokami Mountain,174000.0,1885,34.9167,135.9667,"Iron, IIIE",Iron,Found,23872
Assisi,2000.0,1886,43.0333,12.55,H5,Stony,Fell,2353
Barntrup,17.0,1886,52.0,9.1,LL4,Stony,Fell,4948
Bradford Woods,762.0,1886,40.5,-80.0833,L,Stony,Fell,5128
Cabin Creek,48500.0,1886,35.5,-93.5,"Iron, IIIAB",Iron,Fell,5186
Kyushu,45000.0,1886,32.0333,130.6333,L6,Stony,Fell,12390
Nammianthal,4500.0,1886,12.2833,79.2,H5,Stony,Fell,16902
Novo-Urei,1900.0,1886,54.8167,46.0,Ureilite,Stony,Fell,17933
Kulnine,55300.0,1886,-34.15,141.7833,L6,Stony,Found,12372
Rafrüti,18200.0,1886,47.0,7.8333,"Iron, ungrouped",Iron,Found,22369
Tonganoxie,11800.0,1886,39.0833,-95.1167,"Iron, IIIAB",Iron,Found,24025
Bielokrynitschie,1900.0,1887,50.1333,27.1667,H4,Stony,Fell,5043
De Cewsville,340.0,1887,43.0,-80.0,H6,Stony,Fell,6621
Lalitpur,372.0,1887,24.45,78.5667,L6,Stony,Fell,12451
Ochansk,500000.0,1887,57.7833,55.2667,H4,Stony,Fell,17979
Phu Hong,500.0,1887,11.25,108.5833,H4,Stony,Fell,18809
Algoma,4100.0,1887,44.65,-87.4667,"Iron, IAB-sHL",Iron,Found,470
Carlton,81200.0,1887,31.9167,-98.0333,"Iron, IAB-sLM",Iron,Found,5277
Crab Orchard,48500.0,1887,35.8333,-84.9167,Mesosiderite-A1,Stony-Iron,Found,5461
Doyleville,112.0,1887,38.4167,-106.5833,H5,Stony,Found,7727
Holland's Store,12200.0,1887,34.3667,-85.4333,"Iron, IIAB",Iron,Found,11896
Indian Valley,14100.0,1887,36.9333,-80.5,"Iron, IIAB",Iron,Found,12029
Indio Rico,15000.0,1887,-38.3333,-60.8833,H6,Stony,Found,12032
Kendall County,21000.0,1887,29.4,-98.5,"Iron, IAB-ung",Iron,Found,12274
Morristown,16300.0,1887,36.2,-83.3833,Mesosiderite-A3,Stony-Iron,Found,16750
Mount Joy,384000.0,1887,39.7833,-77.2167,"Iron, IIAB",Iron,Found,16779
Pan de Azucar,19500.0,1887,-26.5,-69.5,"Iron, IAB complex",Iron,Found,18094
Pipe Creek,13600.0,1887,29.6833,-98.9167,H6,Stony,Found,18830
San Emigdio,36000.0,1887,36.0,-119.0,H4,Stony,Found,23122
San Pedro Springs,72.0,1887,29.5,-98.5,L6,Stony,Found,23131
Silver Crown,11600.0,1887,41.2333,-104.9833,"Iron, IAB-MG",Iron,Found,23597
Waldron Ridge,13600.0,1887,36.6333,-83.8333,"Iron, IAB complex",Iron,Found,24203
Bella Roca,33000.0,1888,24.9,-105.4,"Iron, IIIAB",Iron,Found,5003
Bischtübe,48250.0,1888,51.95,62.2,"Iron, IAB-sLL",Iron,Found,5057
Carcote,392.0,1888,-24.0,-69.0,H5,Stony,Found,5267
Cowra,5560.0,1888,-33.85,148.6833,"Iron, ungrouped",Iron,Found,5458
Eli Elwah,15200.0,1888,-34.5,144.7167,L6,Stony,Found,10013
Franklinville,108.0,1888,38.5,-100.0,L6,Stony,Found,10179
Haniet-el-Beguel,2000.0,1888,32.4833,4.4,"Iron, IAB complex",Iron,Found,11817
La Primitiva,27400.0,1888,-19.9167,-69.8167,"Iron, IIG",Iron,Found,12402
Lonaconing,1400.0,1888,39.4167,-79.15,"Iron, IAB-sHL",Iron,Found,14680
Minas Gerais,1224.0,1888,-18.5,-44.0,L6,Stony,Found,16693
Pirapora,6175.0,1888,-17.3,-45.0,"Iron, IIAB",Iron,Found,18833
St. Genevieve County,244500.0,1888,37.9667,-90.3167,"Iron, IIIF",Iron,Found,23086
Thomson,218.0,1888,33.4667,-82.4833,L6,Stony,Found,23973
Thurlow,5500.0,1888,44.75,-77.5833,"Iron, IIIAB",Iron,Found,23979
Welland,8200.0,1888,43.0167,-79.2167,"Iron, IIIAB",Iron,Found,24235
Ergheo,20000.0,1889,1.1667,44.1667,L5,Stony,Fell,10044
Ferguson,220.0,1889,36.1,-81.4167,OC,Stony,Fell,10088
Jelica,34000.0,1889,43.8333,20.4417,LL6,Stony,Fell,12078
Lundsgård,11000.0,1889,56.2167,13.0333,L6,Stony,Fell,14755
Mighei,8000.0,1889,48.0667,30.9667,CM2,Stony,Fell,16634
Ameca-Ameca,1.2,1889,20.5833,-104.0667,Iron,Iron,Found,2292
Apoala,85000.0,1889,17.7,-97.0,"Iron, IIIAB",Iron,Found,2317
Dexter,1724.0,1889,33.8167,-97.0,"Iron, IIIAB",Iron,Found,6697
Gilgoin,147000.0,1889,-30.3833,147.2,H5,Stony,Found,10915
Hopper,1800.0,1889,36.55,-79.7833,"Iron, IIIAB",Iron,Found,11907
Iron River,1420.0,1889,46.0794,-88.5597,"Iron, IVA",Iron,Found,12048
Kenton County,194000.0,1889,38.8167,-84.6,"Iron, IIIAB",Iron,Found,12280
Moctezuma,1700.0,1889,29.8,-109.6667,"Iron, IAB-sLL",Iron,Found,16710
Travis County (a),175400.0,1889,30.3,-97.7,H5,Stony,Found,24040
Travis County (b),5900.0,1889,30.5556,-97.9528,H4,Stony,Found,24041
Collescipoli,5000.0,1890,42.5333,12.6167,H5,Stony,Fell,5403
Farmington,89400.0,1890,39.75,-97.0333,L5,Stony,Fell,10074
Forest City,152000.0,1890,43.25,-93.6667,H5,Stony,Fell,10119
Hassi-Jekna,1250.0,1890,28.95,0.8167,"Iron, IAB-sHL",Iron,Fell,11852
Jianshi,600000.0,1890,30.8083,109.5,"Iron, IIIAB",Iron,Fell,12087
Kakangari,350.0,1890,12.3833,78.5167,K3,Stony,Fell,12230
Misshof,5800.0,1890,56.6667,23.0,H5,Stony,Fell,16703
Nawapali,105.0,1890,21.25,83.6667,CM2,Stony,Fell,16927
St. Germain-du-Pinel,4000.0,1890,48.0167,-1.15,H6,Stony,Fell,23087
Augustinovka,400000.0,1890,48.0667,35.0833,"Iron, IIIAB",Iron,Found,4898
Blue Tier,1400.0,1890,-41.1833,148.0333,Iron,Iron,Found,5077
Bridgewater,13600.0,1890,35.7167,-81.8667,"Iron, IID",Iron,Found,5139
Franceville,18800.0,1890,38.8167,-104.6167,"Iron, IIIAB",Iron,Found,10173
Morland,295000.0,1890,39.3333,-100.0667,H6,Stony,Found,16746
Nagy-Vázsony,2000.0,1890,46.9833,17.7,"Iron, IAB-sLL",Iron,Found,16894
Sacramento Mountains,237200.0,1890,32.9167,-104.6667,"Iron, IIIAB",Iron,Found,22794
Shirahagi,22700.0,1890,36.7,137.3667,"Iron, IVA",Iron,Found,23536
Summit,1000.0,1890,34.2,-86.4833,"Iron, IIAB",Iron,Found,23744
Villedieu,14000.0,1890,47.9167,4.35,H4,Stony,Found,24182
Western Arkansas,1750.0,1890,35.0,-94.0,"Iron, IVA",Iron,Found,24248
Guêa,1915.0,1891,43.7667,20.2333,Stone-uncl,Stony,Fell,11440
Indarch,27000.0,1891,39.75,46.6667,EH4,Stony,Fell,12027
Bald Eagle,3200.0,1891,41.2833,-77.05,"Iron, IIIAB",Iron,Found,4924
Canyon Diablo,30000000.0,1891,35.05,-111.0333,"Iron, IAB-MG",Iron,Found,5257
Forsyth County,22700.0,1891,36.1,-80.2,"Iron, IIAB",Iron,Found,10165
Jonesboro,30.0,1891,36.3,-82.4667,"Iron, IVA",Iron,Found,12201
Kingston,12900.0,1891,32.9,-107.7333,"Iron, ungrouped",Iron,Found,12318
Long Island,564000.0,1891,39.9333,-99.6,L6,Stony,Found,14694
Ternera,1980.0,1891,-27.3333,-69.8,"Iron, IVB",Iron,Found,23903
Toubil River,22000.0,1891,55.8833,89.1,"Iron, IIIAB",Iron,Found,24034
Bansur,15000.0,1892,27.7,76.3333,L6,Stony,Fell,4936
Bath,21000.0,1892,45.4167,-98.3167,H4,Stony,Fell,4974
Cross Roads,167.0,1892,35.6333,-78.1333,H5,Stony,Fell,5476
Guareña,39000.0,1892,38.7333,-6.0167,H6,Stony,Fell,11439
Ballinoo,42200.0,1892,-27.7,115.7667,"Iron, IIC",Iron,Found,4931
Cobija,6530.0,1892,-22.5667,-70.25,H6,Stony,Found,5388
Dayton,26300.0,1892,39.75,-84.1667,"Iron, IAB-sLH",Iron,Found,6620
Moonbi,13200.0,1892,-30.9167,151.2833,"Iron, IIIF",Iron,Found,16734
Morradal,2750.0,1892,62.0,7.6667,"Iron, ungrouped",Iron,Found,16748
Roebourne,86860.0,1892,-22.3333,118.0,"Iron, IIIAB",Iron,Found,22644
Saotome,10880.0,1892,36.5,137.0,"Iron, IVA",Iron,Found,23174
Beaver Creek,14000.0,1893,51.1667,-117.3333,H5,Stony,Fell,4986
Bherai,100.0,1893,20.8333,71.4667,L6,Stony,Fell,5039
Pricetown,900.0,1893,39.1167,-83.85,L6,Stony,Fell,18888
Zabrodje,3000.0,1893,55.1833,27.9167,L6,Stony,Fell,30380
El Capitan,27500.0,1893,33.5,-105.5,"Iron, IIIAB",Iron,Found,7794
Kaufman,23000.0,1893,32.5833,-96.4167,L5,Stony,Found,12267
Kofa,490.0,1893,33.5,-114.0,"Iron, IAB-sHH",Iron,Found,12339
Oroville,24500.0,1893,39.6833,-121.6333,"Iron, IIIAB",Iron,Found,18032
Persimmon Creek,5000.0,1893,35.05,-84.2333,"Iron, IAB-sLM",Iron,Found,18796
Plymouth,14000.0,1893,41.3333,-86.3167,"Iron, IIIAB",Iron,Found,18850
Prairie Dog Creek,2900.0,1893,39.6333,-100.5,H3.7,Stony,Found,18882
South Bend,2500.0,1893,41.65,-86.2167,"Pallasite, PMG",Stony-Iron,Found,23675
Bori,8600.0,1894,21.95,78.0333,L6,Stony,Fell,5111
Fisher,17600.0,1894,47.8167,-96.85,L6,Stony,Fell,10107
Los Martinez,25.0,1894,38.0,-0.8333,L6,Stony,Fell,14708
Savtschenskoje,2500.0,1894,47.2167,29.8667,LL4,Stony,Fell,23190
Arlington,8940.0,1894,44.6,-94.1,"Iron, IIE-an",Iron,Found,2333
Canton,7030.0,1894,34.2,-84.4833,"Iron, IIIAB",Iron,Found,5254
Hildreth,3060.0,1894,40.3333,-99.0333,L5,Stony,Found,11885
Jerome (Kansas),29600.0,1894,38.7667,-100.7333,L4,Stony,Found,12083
Ness County (1894),82000.0,1894,38.5,-99.6,L6,Stony,Found,16946
Sam's Valley,6920.0,1894,42.5333,-122.875,"Iron, IIIAB",Iron,Found,23116
Ambapur Nagla,6400.0,1895,27.6667,78.25,H5,Stony,Fell,2290
Bishunpur,1039.0,1895,25.3833,82.6,LL3.15,Stony,Fell,5060
Nagy-Borové,6100.0,1895,49.1667,19.5,L5,Stony,Fell,16893
Rockhampton,1641.0,1895,-23.3833,150.5167,Stone-uncl,Stony,Fell,22640
Hayden Creek,270.0,1895,45.0,-114.0,"Iron, IIIAB",Iron,Found,11864
Nocoleche,20000.0,1895,-29.8667,144.2167,"Iron, IC-an",Iron,Found,16987
Oakley (stone),27700.0,1895,38.95,-101.0167,H6,Stony,Found,17973
Oscuro Mountains,3600.0,1895,33.6333,-106.3833,"Iron, IAB-MG",Iron,Found,18035
Pampa del Infierno,896.0,1895,-26.6833,-61.0833,L6,Stony,Found,18091
Reed City,20000.0,1895,43.8667,-85.5167,"Iron, ungrouped",Iron,Found,22552
Atemajac,94.2,1896,20.0667,-103.6667,L6,Stony,Fell,4884
Lesves,2000.0,1896,50.3667,4.7333,L6,Stony,Fell,12772
